,Year,County,Unemployment Rate,Region
512,2017,Sonoma,3.375,"Sonoma County, CA"
513,2017,Stanislaus,7.483333333,"Stanislaus County, CA"
514,2017,Sutter,8.708333333,"Sutter County, CA"
515,2017,Tehama,6.358333333,"Tehama County, CA"
516,2017,Trinity,6.191666667,"Trinity County, CA"
517,2017,Tulare,10.425,"Tulare County, CA"
518,2017,Tuolumne,5.391666667,"Tuolumne County, CA"
519,2017,Ventura,4.5,"Ventura County, CA"
520,2017,Yolo,5.1,"Yolo County, CA"
521,2017,Yuba,7.408333333,"Yuba County, CA"
522,2018,Alameda,5.983333333,"Alameda County, CA"
523,2018,Alpine,9,"Alpine County, CA"
524,2018,Amador,7.7,"Amador County, CA"
525,2018,Butte,9.458333333,"Butte County, CA"
526,2018,Calaveras,7.6,"Calaveras County, CA"
527,2018,Colusa,24.575,"Colusa County, CA"
528,2018,Contra Costa,6.283333333,"Contra Costa County, CA"
529,2018,Del Norte,10.50833333,"Del Norte County, CA"
530,2018,El Dorado,7.166666667,"El Dorado County, CA"
531,2018,Fresno,14.31666667,"Fresno County, CA"
532,2018,Glenn,12.51666667,"Glenn County, CA"
533,2018,Humboldt,6.85,"Humboldt County, CA"
534,2018,Imperial,34.65833333,"Imperial County, CA"
535,2018,Inyo,7.383333333,"Inyo County, CA"
536,2018,Kern,15.375,"Kern County, CA"
537,2018,Kings,14.83333333,"Kings County, CA"
538,2018,Lake,9.966666667,"Lake County, CA"
539,2018,Lassen,9.208333333,"Lassen County, CA"
540,2018,Los Angeles,13.60833333,"Los Angeles County, CA"
541,2018,Madera,13.43333333,"Madera County, CA"
542,2018,Marin,4.566666667,"Marin County, CA"
543,2018,Mariposa,10.19166667,"Mariposa County, CA"
544,2018,Mendocino,7.516666667,"Mendocino County, CA"
545,2018,Merced,15.89166667,"Merced County, CA"
546,2018,Modoc,14.45,"Modoc County, CA"
547,2018,Mono,7.416666667,"Mono County, CA"
548,2018,Monterey,12.00833333,"Monterey County, CA"
549,2018,Napa,5.6,"Napa County, CA"
550,2018,Nevada,6.608333333,"Nevada County, CA"
551,2018,Orange,2.933333333,"Orange County, CA"
552,2018,Placer,6.266666667,"Placer County, CA"
553,2018,Plumas,14.475,"Plumas County, CA"
554,2018,Riverside,8.766666667,"Riverside County, CA"
555,2018,Sacramento,7.6,"Sacramento County, CA"
556,2018,San Benito,10.13333333,"San Benito County, CA"
557,2018,San Bernardino,8.066666667,"San Bernardino County, CA"
558,2018,San Diego,6.341666667,"San Diego County, CA"
559,2018,San Francisco,4.733333333,"San Francisco County, CA"
560,2018,San Joaquin,11.50833333,"San Joaquin County, CA"
561,2018,San Luis Obispo,5.683333333,"San Luis Obispo County, CA"
562,2018,San Mateo,4.416666667,"San Mateo County, CA"
563,2018,Santa Barbara,7.45,"Santa Barbara County, CA"
564,2018,Santa Clara,5.2,"Santa Clara County, CA"
565,2018,Santa Cruz,9.358333333,"Santa Cruz County, CA"
566,2018,Shasta,9.483333333,"Shasta County, CA"
567,2018,Sierra,11.525,"Sierra County, CA"
568,2018,Siskiyou,12.80833333,"Siskiyou County, CA"
569,2018,Solano,7.5,"Solano County, CA"
570,2018,Sonoma,5.233333333,"Sonoma County, CA"
571,2018,Stanislaus,12.31666667,"Stanislaus County, CA"
572,2018,Sutter,14.95,"Sutter County, CA"
573,2018,Tehama,10.86666667,"Tehama County, CA"
574,2018,Trinity,10.98333333,"Trinity County, CA"
575,2018,Tulare,18.41666667,"Tulare County, CA"
576,2018,Tuolumne,8.858333333,"Tuolumne County, CA"
577,2018,Ventura,7.225,"Ventura County, CA"
578,2018,Yolo,8.416666667,"Yolo County, CA"
579,2018,Yuba,12.85,"Yuba County, CA"
