,State,County,City,Median Sale Price,Date,Month,Year
26250,California,"San Francisco, CA",San Francisco,1400000.0,8/1/2018,8,2018
26339,California,"Napa, CA",Napa,610000.0,2/1/2019,2,2019
26347,California,"Santa Clara, CA",Santa Clara,1250000.0,2/1/2019,2,2019
26418,California,"Napa, CA",Napa,610000.0,8/1/2016,8,2016
26479,California,"San Francisco, CA",San Francisco,1300000.0,10/1/2016,10,2016
26564,California,"Napa, CA",Napa,655000.0,3/1/2017,3,2017
26609,California,"Napa, CA",Napa,628000.0,5/1/2017,5,2017
26763,California,"Alameda, CA",Alameda,931000.0,12/1/2017,12,2017
26801,California,"San Mateo, CA",San Mateo,1350000.0,1/1/2018,1,2018
26810,California,"Napa, CA",Napa,679000.0,2/1/2018,2,2018
26985,California,"San Francisco, CA",San Francisco,1400000.0,9/1/2018,9,2018
27059,California,"San Francisco, CA",San Francisco,1370000.0,12/1/2018,12,2018
27260,California,"Santa Clara, CA",Santa Clara,935000.0,2/1/2017,2,2017
27277,California,"San Mateo, CA",San Mateo,1260000.0,3/1/2017,3,2017
27290,California,"Napa, CA",Napa,640000.0,4/1/2017,4,2017
27298,California,"San Francisco, CA",San Francisco,1275000.0,4/1/2017,4,2017
27322,California,"Santa Clara, CA",Santa Clara,1126000.0,5/1/2017,5,2017
27375,California,"San Francisco, CA",San Francisco,1300000.0,8/1/2017,8,2017
27511,California,"Napa, CA",Napa,655000.0,4/1/2018,4,2018
27619,California,"Napa, CA",Napa,635000.0,9/1/2018,9,2018
27773,California,"Alameda, CA",Alameda,900000.0,11/1/2017,11,2017
27890,California,"San Mateo, CA",San Mateo,936000.0,1/1/2015,1,2015
27922,California,"Napa, CA",Napa,535000.0,3/1/2015,3,2015
28085,California,"San Mateo, CA",San Mateo,1050000.0,9/1/2015,9,2015
28123,California,"San Mateo, CA",San Mateo,1013000.0,11/1/2015,11,2015
28157,California,"Napa, CA",Napa,555000.0,1/1/2016,1,2016
28207,California,"Santa Clara, CA",Santa Clara,1012000.0,2/1/2016,2,2016
28230,California,"San Mateo, CA",San Mateo,1056000.0,3/1/2016,3,2016
28231,California,"San Francisco, CA",San Francisco,1200000.0,3/1/2016,3,2016
28253,California,"San Mateo, CA",San Mateo,1100000.0,4/1/2016,4,2016
28271,California,"San Mateo, CA",San Mateo,1249000.0,5/1/2016,5,2016
28285,California,"Napa, CA",Napa,600000.0,6/1/2016,6,2016
28397,California,"San Mateo, CA",San Mateo,1184000.0,10/1/2016,10,2016
28405,California,"Napa, CA",Napa,582000.0,11/1/2016,11,2016
28498,California,"San Mateo, CA",San Mateo,1268000.0,2/1/2017,2,2017
28568,California,"San Mateo, CA",San Mateo,1380000.0,5/1/2017,5,2017
28631,California,"Napa, CA",Napa,631000.0,8/1/2017,8,2017
28689,California,"Napa, CA",Napa,584000.0,10/1/2017,10,2017
28847,California,"San Francisco, CA",San Francisco,1415000.0,4/1/2018,4,2018
28859,California,"Napa, CA",Napa,665000.0,5/1/2018,5,2018
28907,California,"Napa, CA",Napa,685000.0,7/1/2018,7,2018
28924,California,"San Mateo, CA",San Mateo,1375000.0,7/1/2018,7,2018
28932,California,"Napa, CA",Napa,683000.0,8/1/2018,8,2018
29210,California,"San Francisco, CA",San Francisco,1150000.0,2/1/2015,2,2015
29482,California,"Napa, CA",Napa,630000.0,2/1/2016,2,2016
29586,California,"San Mateo, CA",San Mateo,1155000.0,6/1/2016,6,2016
29587,California,"San Francisco, CA",San Francisco,1248000.0,6/1/2016,6,2016
29618,California,"San Francisco, CA",San Francisco,1210000.0,7/1/2016,7,2016
29730,California,"Napa, CA",Napa,573000.0,12/1/2016,12,2016
29894,California,"San Mateo, CA",San Mateo,1244000.0,6/1/2017,6,2017
29917,California,"San Mateo, CA",San Mateo,1309000.0,7/1/2017,7,2017
29997,California,"San Francisco, CA",San Francisco,1323000.0,10/1/2017,10,2017
30048,California,"San Francisco, CA",San Francisco,1300000.0,12/1/2017,12,2017
30059,California,"Napa, CA",Napa,649000.0,1/1/2018,1,2018
30241,California,"San Mateo, CA",San Mateo,1500000.0,8/1/2018,8,2018
30268,California,"San Mateo, CA",San Mateo,1600000.0,9/1/2018,9,2018
