,State,County,City,Median Sale Price,Date,Month,Year,lat,lng
21919,California,"San Mateo, CA",San Mateo,1140000.0,9/1/2016,9,2016,37.5629917,-122.3255254
21920,California,"San Francisco, CA",San Francisco,1153000.0,9/1/2016,9,2016,37.7749295,-122.4194155
21928,California,"Napa, CA",Napa,580000.0,10/1/2016,10,2016,38.2975381,-122.286865
21964,California,"San Francisco, CA",San Francisco,1200000.0,11/1/2016,11,2016,37.7749295,-122.4194155
21992,California,"Napa, CA",Napa,650000.0,1/1/2017,1,2017,38.2975381,-122.286865
22095,California,"Napa, CA",Napa,640000.0,6/1/2017,6,2017,38.2975381,-122.286865
22160,California,"San Mateo, CA",San Mateo,1224000.0,9/1/2017,9,2017,37.5629917,-122.3255254
22281,California,"San Francisco, CA",San Francisco,1400000.0,2/1/2018,2,2018,37.7749295,-122.4194155
22337,California,"San Mateo, CA",San Mateo,1500000.0,5/1/2018,5,2018,37.5629917,-122.3255254
22346,California,"Napa, CA",Napa,695000.0,6/1/2018,6,2018,38.2975381,-122.286865
22358,California,"San Mateo, CA",San Mateo,1450000.0,6/1/2018,6,2018,37.5629917,-122.3255254
22372,California,"San Francisco, CA",San Francisco,1365000.0,7/1/2018,7,2018,37.7749295,-122.4194155
22411,California,"San Francisco, CA",San Francisco,1400000.0,10/1/2018,10,2018,37.7749295,-122.4194155
22438,California,"Napa, CA",Napa,622000.0,12/1/2018,12,2018,38.2975381,-122.286865
22450,California,"San Mateo, CA",San Mateo,1350000.0,12/1/2018,12,2018,37.5629917,-122.3255254
22573,California,"Alameda, CA",Alameda,840000.0,4/1/2016,4,2016,37.7652065,-122.2416355
22641,California,"San Mateo, CA",San Mateo,1088000.0,8/1/2016,8,2016,37.5629917,-122.3255254
22656,California,"Santa Clara, CA",Santa Clara,965000.0,9/1/2016,9,2016,37.3541079,-121.9552356
22688,California,"Santa Clara, CA",Santa Clara,963000.0,12/1/2016,12,2016,37.3541079,-121.9552356
22757,California,"San Francisco, CA",San Francisco,1310000.0,6/1/2017,6,2017,37.7749295,-122.4194155
22780,California,"Alameda, CA",Alameda,820000.0,8/1/2017,8,2017,37.7652065,-122.2416355
22913,California,"Alameda, CA",Alameda,1075000.0,6/1/2018,6,2018,37.7652065,-122.2416355
22921,California,"Alameda, CA",Alameda,1063000.0,7/1/2018,7,2018,37.7652065,-122.2416355
23044,California,"San Francisco, CA",San Francisco,1405000.0,6/1/2018,6,2018,37.7749295,-122.4194155
23082,California,"Santa Clara, CA",Santa Clara,1319000.0,8/1/2018,8,2018,37.3541079,-121.9552356
23336,California,"San Mateo, CA",San Mateo,642000.0,3/1/2012,3,2012,37.5629917,-122.3255254
23573,California,"San Mateo, CA",San Mateo,991000.0,6/1/2015,6,2015,37.5629917,-122.3255254
23579,California,"Napa, CA",Napa,547000.0,8/1/2015,8,2015,38.2975381,-122.286865
23724,California,"San Mateo, CA",San Mateo,1363000.0,2/1/2018,2,2018,37.5629917,-122.3255254
23733,California,"San Francisco, CA",San Francisco,1453000.0,3/1/2018,3,2018,37.7749295,-122.4194155
23802,California,"Napa, CA",Napa,605000.0,1/1/2019,1,2019,38.2975381,-122.286865
24038,California,"San Francisco, CA",San Francisco,1302000.0,5/1/2017,5,2017,37.7749295,-122.4194155
24141,California,"San Mateo, CA",San Mateo,1288000.0,10/1/2017,10,2017,37.5629917,-122.3255254
24167,California,"San Mateo, CA",San Mateo,1379000.0,11/1/2017,11,2017,37.5629917,-122.3255254
24186,California,"San Mateo, CA",San Mateo,1405000.0,12/1/2017,12,2017,37.5629917,-122.3255254
24398,California,"Napa, CA",Napa,640000.0,10/1/2018,10,2018,38.2975381,-122.286865
24429,California,"San Francisco, CA",San Francisco,1340000.0,11/1/2018,11,2018,37.7749295,-122.4194155
24489,California,"San Mateo, CA",San Mateo,1185000.0,2/1/2019,2,2019,37.5629917,-122.3255254
24490,California,"San Francisco, CA",San Francisco,1311000.0,2/1/2019,2,2019,37.7749295,-122.4194155
24570,California,"San Mateo, CA",San Mateo,1450000.0,10/1/2018,10,2018,37.5629917,-122.3255254
24629,California,"San Francisco, CA",San Francisco,1200000.0,8/1/2015,8,2015,37.7749295,-122.4194155
24723,California,"San Mateo, CA",San Mateo,1022000.0,12/1/2015,12,2015,37.5629917,-122.3255254
24764,California,"San Mateo, CA",San Mateo,1085000.0,2/1/2016,2,2016,37.5629917,-122.3255254
25005,California,"San Francisco, CA",San Francisco,1200000.0,12/1/2016,12,2016,37.7749295,-122.4194155
25115,California,"San Mateo, CA",San Mateo,1250000.0,4/1/2017,4,2017,37.5629917,-122.3255254
25155,California,"Napa, CA",Napa,630000.0,7/1/2017,7,2017,38.2975381,-122.286865
25177,California,"San Francisco, CA",San Francisco,1288000.0,7/1/2017,7,2017,37.7749295,-122.4194155
25269,California,"Napa, CA",Napa,649000.0,11/1/2017,11,2017,38.2975381,-122.286865
25374,California,"San Mateo, CA",San Mateo,1443000.0,3/1/2018,3,2018,37.5629917,-122.3255254
25400,California,"San Mateo, CA",San Mateo,1470000.0,4/1/2018,4,2018,37.5629917,-122.3255254
25584,California,"Napa, CA",Napa,641000.0,11/1/2018,11,2018,38.2975381,-122.286865
25599,California,"San Mateo, CA",San Mateo,1489000.0,11/1/2018,11,2018,37.5629917,-122.3255254
25629,California,"Santa Clara, CA",Santa Clara,1193000.0,12/1/2018,12,2018,37.3541079,-121.9552356
25755,California,"San Francisco, CA",San Francisco,1150000.0,12/1/2015,12,2015,37.7749295,-122.4194155
25891,California,"Alameda, CA",Alameda,879000.0,10/1/2016,10,2016,37.7652065,-122.2416355
25980,California,"San Francisco, CA",San Francisco,1242000.0,3/1/2017,3,2017,37.7749295,-122.4194155
26250,California,"San Francisco, CA",San Francisco,1400000.0,8/1/2018,8,2018,37.7749295,-122.4194155
26339,California,"Napa, CA",Napa,610000.0,2/1/2019,2,2019,38.2975381,-122.286865
26347,California,"Santa Clara, CA",Santa Clara,1250000.0,2/1/2019,2,2019,37.3541079,-121.9552356
26418,California,"Napa, CA",Napa,610000.0,8/1/2016,8,2016,38.2975381,-122.286865
26479,California,"San Francisco, CA",San Francisco,1300000.0,10/1/2016,10,2016,37.7749295,-122.4194155
26564,California,"Napa, CA",Napa,655000.0,3/1/2017,3,2017,38.2975381,-122.286865
26609,California,"Napa, CA",Napa,628000.0,5/1/2017,5,2017,38.2975381,-122.286865
26763,California,"Alameda, CA",Alameda,931000.0,12/1/2017,12,2017,37.7652065,-122.2416355
26801,California,"San Mateo, CA",San Mateo,1350000.0,1/1/2018,1,2018,37.5629917,-122.3255254
26810,California,"Napa, CA",Napa,679000.0,2/1/2018,2,2018,38.2975381,-122.286865
26985,California,"San Francisco, CA",San Francisco,1400000.0,9/1/2018,9,2018,37.7749295,-122.4194155
27059,California,"San Francisco, CA",San Francisco,1370000.0,12/1/2018,12,2018,37.7749295,-122.4194155
27260,California,"Santa Clara, CA",Santa Clara,935000.0,2/1/2017,2,2017,37.3541079,-121.9552356
27277,California,"San Mateo, CA",San Mateo,1260000.0,3/1/2017,3,2017,37.5629917,-122.3255254
27290,California,"Napa, CA",Napa,640000.0,4/1/2017,4,2017,38.2975381,-122.286865
27298,California,"San Francisco, CA",San Francisco,1275000.0,4/1/2017,4,2017,37.7749295,-122.4194155
27322,California,"Santa Clara, CA",Santa Clara,1126000.0,5/1/2017,5,2017,37.3541079,-121.9552356
27375,California,"San Francisco, CA",San Francisco,1300000.0,8/1/2017,8,2017,37.7749295,-122.4194155
27511,California,"Napa, CA",Napa,655000.0,4/1/2018,4,2018,38.2975381,-122.286865
27619,California,"Napa, CA",Napa,635000.0,9/1/2018,9,2018,38.2975381,-122.286865
27773,California,"Alameda, CA",Alameda,900000.0,11/1/2017,11,2017,37.7652065,-122.2416355
27890,California,"San Mateo, CA",San Mateo,936000.0,1/1/2015,1,2015,37.5629917,-122.3255254
27922,California,"Napa, CA",Napa,535000.0,3/1/2015,3,2015,38.2975381,-122.286865
28085,California,"San Mateo, CA",San Mateo,1050000.0,9/1/2015,9,2015,37.5629917,-122.3255254
28123,California,"San Mateo, CA",San Mateo,1013000.0,11/1/2015,11,2015,37.5629917,-122.3255254
28157,California,"Napa, CA",Napa,555000.0,1/1/2016,1,2016,38.2975381,-122.286865
28207,California,"Santa Clara, CA",Santa Clara,1012000.0,2/1/2016,2,2016,37.3541079,-121.9552356
28230,California,"San Mateo, CA",San Mateo,1056000.0,3/1/2016,3,2016,37.5629917,-122.3255254
28231,California,"San Francisco, CA",San Francisco,1200000.0,3/1/2016,3,2016,37.7749295,-122.4194155
28253,California,"San Mateo, CA",San Mateo,1100000.0,4/1/2016,4,2016,37.5629917,-122.3255254
28271,California,"San Mateo, CA",San Mateo,1249000.0,5/1/2016,5,2016,37.5629917,-122.3255254
28285,California,"Napa, CA",Napa,600000.0,6/1/2016,6,2016,38.2975381,-122.286865
28397,California,"San Mateo, CA",San Mateo,1184000.0,10/1/2016,10,2016,37.5629917,-122.3255254
28405,California,"Napa, CA",Napa,582000.0,11/1/2016,11,2016,38.2975381,-122.286865
28498,California,"San Mateo, CA",San Mateo,1268000.0,2/1/2017,2,2017,37.5629917,-122.3255254
28568,California,"San Mateo, CA",San Mateo,1380000.0,5/1/2017,5,2017,37.5629917,-122.3255254
28631,California,"Napa, CA",Napa,631000.0,8/1/2017,8,2017,38.2975381,-122.286865
28689,California,"Napa, CA",Napa,584000.0,10/1/2017,10,2017,38.2975381,-122.286865
28847,California,"San Francisco, CA",San Francisco,1415000.0,4/1/2018,4,2018,37.7749295,-122.4194155
28859,California,"Napa, CA",Napa,665000.0,5/1/2018,5,2018,38.2975381,-122.286865
28907,California,"Napa, CA",Napa,685000.0,7/1/2018,7,2018,38.2975381,-122.286865
28924,California,"San Mateo, CA",San Mateo,1375000.0,7/1/2018,7,2018,37.5629917,-122.3255254
28932,California,"Napa, CA",Napa,683000.0,8/1/2018,8,2018,38.2975381,-122.286865
29210,California,"San Francisco, CA",San Francisco,1150000.0,2/1/2015,2,2015,37.7749295,-122.4194155
29482,California,"Napa, CA",Napa,630000.0,2/1/2016,2,2016,38.2975381,-122.286865
29586,California,"San Mateo, CA",San Mateo,1155000.0,6/1/2016,6,2016,37.5629917,-122.3255254
29587,California,"San Francisco, CA",San Francisco,1248000.0,6/1/2016,6,2016,37.7749295,-122.4194155
29618,California,"San Francisco, CA",San Francisco,1210000.0,7/1/2016,7,2016,37.7749295,-122.4194155
29730,California,"Napa, CA",Napa,573000.0,12/1/2016,12,2016,38.2975381,-122.286865
29894,California,"San Mateo, CA",San Mateo,1244000.0,6/1/2017,6,2017,37.5629917,-122.3255254
29917,California,"San Mateo, CA",San Mateo,1309000.0,7/1/2017,7,2017,37.5629917,-122.3255254
29997,California,"San Francisco, CA",San Francisco,1323000.0,10/1/2017,10,2017,37.7749295,-122.4194155
30048,California,"San Francisco, CA",San Francisco,1300000.0,12/1/2017,12,2017,37.7749295,-122.4194155
30059,California,"Napa, CA",Napa,649000.0,1/1/2018,1,2018,38.2975381,-122.286865
30241,California,"San Mateo, CA",San Mateo,1500000.0,8/1/2018,8,2018,37.5629917,-122.3255254
30268,California,"San Mateo, CA",San Mateo,1600000.0,9/1/2018,9,2018,37.5629917,-122.3255254
